"id","category_id","category","name","manufacturer","url","min_price","max_price","average_rating","review_count","review_tags","review_rating_distribution","review_platform_distribution","price_trend","specifications","conformity_certification","safety_certification","product_code","updated_at","unit_price"
567,4,홈 > 식품/유아/완구 > 유아의류/신발/도서 > 유아동의류 > 바람막이/자켓,탑텐키즈 공용 AIRTECH 하이넥 패딩 점퍼_MKF4JP3032,탑텐키즈,https://prod.danawa.com/info/?pcode=97574792&cate=16349345,46622,62910,4.90,24,"{사이즈,아이,저렴,가격,만족,색상,따뜻,넉넉,디자인,아들,바람막이,여유,겨울,몸무게,소매,여아}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 2, ""5"": 22}","{""G마켓"": 11, ""SSG.COM"": 6, ""11번가"": 2, ""신세계몰"": 4, ""롯데홈쇼핑"": 1}","[{""date"": ""25.11.04"", ""price"": 42660, ""period"": ""1개월""}, {""date"": ""11.04"", ""price"": 42660, ""period"": ""3개월""}, {""date"": ""11.04"", ""price"": 42660, ""period"": ""6개월""}, {""date"": ""11.04"", ""price"": 42660, ""period"": ""12개월""}, {""date"": ""11.04"", ""price"": 42660, ""period"": ""24개월""}]","{""품목"": {""유아동의류"": true, ""바람막이/자켓"": true, ""유아동의류/잡화/도서"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""탑텐키즈"", ""등록년월"": ""2025년 09월"", ""제조회사"": ""탑텐키즈""}",,,"97574792",2025-11-27 13:49:10.868,
568,4,홈 > 식품/유아/완구 > 유아의류/신발/도서 > 유아동의류 > 바람막이/자켓,아이더 스테롤 S 남여공용 구스 롱다운 DUW24537,아이더,https://prod.danawa.com/info/?pcode=99134393&cate=16349345,259000,299390,,,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}","{}","[{""date"": ""25.11.04"", ""price"": 246050, ""period"": ""1개월""}, {""date"": ""10.21"", ""price"": 246050, ""period"": ""3개월""}, {""date"": ""10.21"", ""price"": 246050, ""period"": ""6개월""}, {""date"": ""10.21"", ""price"": 246050, ""period"": ""12개월""}, {""date"": ""10.21"", ""price"": 246050, ""period"": ""24개월""}]","{""품목"": {""유아동의류"": true, ""바람막이/자켓"": true, ""유아동의류/잡화/도서"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""아이더"", ""등록년월"": ""2025년 07월"", ""제조회사"": ""아이더""}",,,"99134393",2025-11-27 13:51:48.286,
569,4,홈 > 식품/유아/완구 > 유아의류/신발/도서 > 유아동의류 > 바람막이/자켓,컬럼비아 남녀공용스트림 투 코브 생활방수 구스 롱다운 자켓 YM3387 980961,컬럼비아,https://prod.danawa.com/info/?pcode=100015148&cate=16349345,163400,163400,,,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}","{}","[{""date"": ""25.11.11"", ""price"": 140510, ""period"": ""1개월""}, {""date"": ""25.11.11"", ""price"": 140510, ""period"": ""3개월""}, {""date"": ""25.11.11"", ""price"": 140510, ""period"": ""6개월""}, {""date"": ""25.11.11"", ""price"": 140510, ""period"": ""12개월""}, {""date"": ""25.11.11"", ""price"": 140510, ""period"": ""24개월""}]","{""품목"": {""유아동의류"": true, ""바람막이/자켓"": true, ""유아동의류/잡화/도서"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""컬럼비아"", ""등록년월"": ""2025년 10월"", ""제조회사"": ""컬럼비아""}",,,"100015148",2025-11-27 13:54:25.776,
570,4,홈 > 식품/유아/완구 > 유아의류/신발/도서 > 유아동의류 > 바지/레깅스,탑텐키즈 남아 플리스 절개 니트팬츠 (MKD4PT1202),탑텐키즈,https://prod.danawa.com/info/?pcode=30109331&cate=16349341,14950,14950,4.60,70,"{사이즈,아이,가격,저렴,바지,만족,따뜻,재질,색상,디자인,길이,기모,넉넉,레깅스,허리,여름}","{""1"": 1, ""2"": 0, ""3"": 5, ""4"": 12, ""5"": 52}","{""AK몰"": 1, ""GS샵"": 14, ""옥션"": 4, ""G마켓"": 12, ""11번가"": 7, ""현대Hmall"": 1, ""CJ온스타일"": 25, ""롯데홈쇼핑"": 6}","[{""date"": ""25.11.04"", ""price"": 13520, ""period"": ""1개월""}, {""date"": ""09.09"", ""price"": 12900, ""period"": ""3개월""}, {""date"": ""25.06"", ""price"": 12900, ""period"": ""6개월""}, {""date"": ""25.03"", ""price"": 5790, ""period"": ""12개월""}, {""date"": ""25.03"", ""price"": 5790, ""period"": ""24개월""}]","{""대상"": {""남아용"": true, ""유아동용"": true}, ""품목"": {""바지"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""탑텐키즈"", ""등록년월"": ""2023년 11월"", ""제조회사"": ""탑텐키즈""}",,,"30109331",2025-11-27 13:56:36.568,
571,4,홈 > 식품/유아/완구 > 유아의류/신발/도서 > 유아동의류 > 바지/레깅스,케이즐 유소년 아동 키즈 축구 기모 스포츠 레깅스 타이즈,,https://prod.danawa.com/info/?pcode=26407853&cate=16349341,9900,13400,4.70,256,"{사이즈,아이,가격,저렴,바지,만족,따뜻,재질,색상,디자인,길이,기모,넉넉,레깅스,허리,여름}","{""1"": 0, ""2"": 1, ""3"": 5, ""4"": 50, ""5"": 200}","{""G마켓"": 5, ""11번가"": 95}","[{""date"": ""25.11.04"", ""price"": 9900, ""period"": ""1개월""}, {""date"": ""09.09"", ""price"": 9900, ""period"": ""3개월""}, {""date"": ""25.06"", ""price"": 9900, ""period"": ""6개월""}, {""date"": ""24.12"", ""price"": 9900, ""period"": ""12개월""}, {""date"": ""24.10"", ""price"": 8870, ""period"": ""24개월""}]","{""품목"": {""바지/레깅스"": true, ""유아동의류/잡화/도서"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""등록년월"": ""2021년 10월""}",,,"26407853",2025-11-27 13:58:58.787,
572,4,홈 > 식품/유아/완구 > 유아의류/신발/도서 > 유아동의류 > 바지/레깅스,나이키 주니어 여아 스포츠웨어 드라이핏 오버사이즈 플리스 팬츠 FZ5550-010,나이키,https://prod.danawa.com/info/?pcode=73761203&cate=16349341,65780,111900,,,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}","{}","[{""date"": ""25.11.04"", ""price"": 64305, ""period"": ""1개월""}, {""date"": ""09.09"", ""price"": 44030, ""period"": ""3개월""}, {""date"": ""25.07"", ""price"": 44030, ""period"": ""6개월""}, {""date"": ""25.07"", ""price"": 44030, ""period"": ""12개월""}, {""date"": ""25.07"", ""price"": 44030, ""period"": ""24개월""}]","{""품목"": {""유아동의류"": true, ""바지/레깅스"": true, ""유아동의류/잡화/도서"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""나이키"", ""등록년월"": ""2024년 08월"", ""제조회사"": ""나이키""}",,,"73761203",2025-11-27 14:01:38.731,
573,4,홈 > 식품/유아/완구 > 유아의류/신발/도서 > 유아동의류 > 바지/레깅스,뉴발란스 키즈바지 PQC NK9SE1101U-19 Essential_에센셜 다이마루 팬츠,뉴발란스,https://prod.danawa.com/info/?pcode=90201752&cate=16349341,47090,52920,,,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}","{}","[{""date"": ""25.11.04"", ""price"": 42130, ""period"": ""1개월""}, {""date"": ""10.21"", ""price"": 41680, ""period"": ""3개월""}, {""date"": ""25.10"", ""price"": 41680, ""period"": ""6개월""}, {""date"": ""25.10"", ""price"": 41680, ""period"": ""12개월""}, {""date"": ""25.10"", ""price"": 41680, ""period"": ""24개월""}]","{""품목"": {""유아동의류/잡화/도서"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""뉴발란스"", ""등록년월"": ""2023년 12월"", ""제조회사"": ""뉴발란스""}",,,"90201752",2025-11-27 14:04:17.343,
574,4,홈 > 식품/유아/완구 > 유아의류/신발/도서 > 유아동의류 > 바지/레깅스,행텐주니어 프렌치테리기모조거팬츠 14540-038-851-11_US 51299_14540-038-851-11,행텐주니어,https://prod.danawa.com/info/?pcode=98785496&cate=16349341,15750,16920,,,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}","{}","[{""date"": ""25.11.11"", ""price"": 14680, ""period"": ""1개월""}, {""date"": ""10.28"", ""price"": 14540, ""period"": ""3개월""}, {""date"": ""10.28"", ""price"": 14540, ""period"": ""6개월""}, {""date"": ""10.28"", ""price"": 14540, ""period"": ""12개월""}, {""date"": ""10.28"", ""price"": 14540, ""period"": ""24개월""}]","{""품목"": {""유아동의류"": true, ""바지/레깅스"": true, ""유아동의류/잡화/도서"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""행텐주니어"", ""등록년월"": ""2025년 10월"", ""제조회사"": ""행텐주니어""}",,,"98785496",2025-11-27 14:06:55.635,
575,4,홈 > 식품/유아/완구 > 유아의류/신발/도서 > 유아동의류 > 바지/레깅스,폴햄키즈 공용 약기모플리스 조거팬츠PKF4PT3811,에이션패션,https://prod.danawa.com/info/?pcode=100009397&cate=16349341,17890,20170,4.70,9,{},"{""1"": 0, ""2"": 0, ""3"": 1, ""4"": 0, ""5"": 8}","{""G마켓"": 5, ""SSG.COM"": 2, ""신세계몰"": 2}","[{""date"": ""25.11.11"", ""price"": 16520, ""period"": ""1개월""}, {""date"": ""25.11.11"", ""price"": 16520, ""period"": ""3개월""}, {""date"": ""25.11.11"", ""price"": 16520, ""period"": ""6개월""}, {""date"": ""25.11.11"", ""price"": 16520, ""period"": ""12개월""}, {""date"": ""25.11.11"", ""price"": 16520, ""period"": ""24개월""}]","{""품목"": {""유아동의류"": true, ""바지/레깅스"": true, ""유아동의류/잡화/도서"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""에이션패션"", ""등록년월"": ""2025년 10월"", ""제조회사"": ""에이션패션""}",,,"100009397",2025-11-27 14:08:29.493,
576,4,홈 > 식품/유아/완구 > 유아의류/신발/도서 > 유아동의류 > 바지/레깅스,레노마키즈 여아블랙패딩스커트-R2441S603,레노마키즈,https://prod.danawa.com/info/?pcode=69475037&cate=16349341,16900,24320,,,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}","{}","[{""date"": ""25.11.18"", ""price"": 15660, ""period"": ""1개월""}, {""date"": ""11.18"", ""price"": 15660, ""period"": ""3개월""}, {""date"": ""25.11"", ""price"": 15660, ""period"": ""6개월""}, {""date"": ""25.11"", ""price"": 15660, ""period"": ""12개월""}, {""date"": ""25.11"", ""price"": 15660, ""period"": ""24개월""}]","{""품목"": {""유아동의류"": true, ""바지/레깅스"": true, ""유아동의류/잡화/도서"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""레노마키즈"", ""등록년월"": ""2024년 10월"", ""제조회사"": ""레노마키즈""}",,,"69475037",2025-11-27 14:11:10.280,
577,4,홈 > 식품/유아/완구 > 유아의류/신발/도서 > 유아동의류 > 바지/레깅스,에어워크주니어 립스탑 카고팬츠 A242B3433B,에어워크주니어,https://prod.danawa.com/info/?pcode=88268174&cate=16349341,16910,49900,,,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}","{}","[{""date"": ""25.11.04"", ""price"": 16910, ""period"": ""1개월""}, {""date"": ""09.16"", ""price"": 16520, ""period"": ""3개월""}, {""date"": ""25.08"", ""price"": 16520, ""period"": ""6개월""}, {""date"": ""25.08"", ""price"": 16520, ""period"": ""12개월""}, {""date"": ""25.08"", ""price"": 16520, ""period"": ""24개월""}]","{""품목"": {""유아동의류"": true, ""바지/레깅스"": true, ""유아동의류/잡화/도서"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""에어워크주니어"", ""등록년월"": ""2025년 03월"", ""제조회사"": ""에어워크주니어""}",,,"88268174",2025-11-27 14:13:51.339,
578,4,홈 > 식품/유아/완구 > 유아의류/신발/도서 > 유아동의류 > 바지/레깅스,디스커버리 키즈 DKDJ54046 여아 샤일로 다운 숏패딩,디스커버리,https://prod.danawa.com/info/?pcode=99057386&cate=16349341,199790,242030,,,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}","{}","[{""date"": ""25.11.25"", ""price"": 198710, ""period"": ""1개월""}, {""date"": ""10.21"", ""price"": 130730, ""period"": ""3개월""}, {""date"": ""10.21"", ""price"": 130730, ""period"": ""6개월""}, {""date"": ""10.21"", ""price"": 130730, ""period"": ""12개월""}, {""date"": ""10.21"", ""price"": 130730, ""period"": ""24개월""}]","{""품목"": {""유아동의류"": true, ""바지/레깅스"": true, ""유아동의류/잡화/도서"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""디스커버리"", ""등록년월"": ""2025년 09월"", ""제조회사"": ""디스커버리""}",,,"99057386",2025-11-27 14:16:30.534,
579,4,홈 > 식품/유아/완구 > 유아의류/신발/도서 > 유아동의류 > 바지/레깅스,탑텐키즈 여아 벨보아 데일리 레깅스_MKA4PT2903,탑텐키즈,https://prod.danawa.com/info/?pcode=100458125&cate=16349341,3800,4900,5.00,1,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}","{""G마켓"": 1}","[{""date"": ""25.11.18"", ""price"": 1820, ""period"": ""1개월""}, {""date"": ""25.11.18"", ""price"": 1820, ""period"": ""3개월""}, {""date"": ""25.11.18"", ""price"": 1820, ""period"": ""6개월""}, {""date"": ""25.11.18"", ""price"": 1820, ""period"": ""12개월""}, {""date"": ""25.11.18"", ""price"": 1820, ""period"": ""24개월""}]","{""품목"": {""유아동의류"": true, ""바지/레깅스"": true, ""유아동의류/잡화/도서"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""탑텐키즈"", ""등록년월"": ""2025년 07월"", ""제조회사"": ""탑텐키즈""}",,,"100458125",2025-11-27 14:18:02.356,
580,4,홈 > 식품/유아/완구 > 유아의류/신발/도서 > 유아동의류 > 상하복 세트,에스핏 HC23 PSG 베스트 3PCS 세트 SJZ101MFTR72,에스핏,https://prod.danawa.com/info/?pcode=74628650&cate=16349343,31588,33950,,,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}","{}","[{""date"": ""25.11.11"", ""price"": 26880, ""period"": ""1개월""}, {""date"": ""11.11"", ""price"": 26880, ""period"": ""3개월""}, {""date"": ""25.11"", ""price"": 26880, ""period"": ""6개월""}, {""date"": ""25.11"", ""price"": 26880, ""period"": ""12개월""}, {""date"": ""25.11"", ""price"": 26880, ""period"": ""24개월""}]","{""품목"": {""상하세트"": true, ""유아동의류"": true, ""유아동의류/잡화/도서"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""에스핏"", ""등록년월"": ""2025년 01월"", ""제조회사"": ""에스핏""}",,,"74628650",2025-11-27 14:20:41.312,
581,4,홈 > 식품/유아/완구 > 유아의류/신발/도서 > 유아동의류 > 상하복 세트,아가방 01R753003 제프뽀글이상하,아가방앤컴퍼니,https://prod.danawa.com/info/?pcode=69476816&cate=16349343,25030,26985,4.00,3,{},"{""1"": 0, ""2"": 0, ""3"": 1, ""4"": 1, ""5"": 1}","{""G마켓"": 2, ""롯데홈쇼핑"": 1}","[{""date"": ""25.11.04"", ""price"": 24200, ""period"": ""1개월""}, {""date"": ""09.16"", ""price"": 24070, ""period"": ""3개월""}, {""date"": ""25.09"", ""price"": 24070, ""period"": ""6개월""}, {""date"": ""25.09"", ""price"": 24070, ""period"": ""12개월""}, {""date"": ""25.09"", ""price"": 24070, ""period"": ""24개월""}]","{""품목"": {""상하세트"": true, ""유아동의류"": true, ""유아동의류/잡화/도서"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""아가방앤컴퍼니"", ""등록년월"": ""2024년 10월"", ""제조회사"": ""아가방앤컴퍼니""}",,,"69476816",2025-11-27 14:22:15.995,
582,4,홈 > 식품/유아/완구 > 유아의류/신발/도서 > 유아동의류 > 상하복 세트,아가방 코타삼중지오픈상하 01S723010_US,아가방앤컴퍼니,https://prod.danawa.com/info/?pcode=98093414&cate=16349343,50440,56050,,,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}","{}","[{""date"": ""25.11.04"", ""price"": 43100, ""period"": ""1개월""}, {""date"": ""11.04"", ""price"": 43100, ""period"": ""3개월""}, {""date"": ""11.04"", ""price"": 43100, ""period"": ""6개월""}, {""date"": ""11.04"", ""price"": 43100, ""period"": ""12개월""}, {""date"": ""11.04"", ""price"": 43100, ""period"": ""24개월""}]","{""품목"": {""상하세트"": true, ""유아동의류"": true, ""유아동의류/잡화/도서"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""아가방앤컴퍼니"", ""등록년월"": ""2025년 09월"", ""제조회사"": ""아가방앤컴퍼니""}",,,"98093414",2025-11-27 14:25:06.595,
583,4,홈 > 식품/유아/완구 > 유아의류/신발/도서 > 유아동의류 > 상하복 세트,밍크뮤 PK 샤이닝여아다운점퍼 35C14-114-09,서양네트웍스 밍크뮤,https://prod.danawa.com/info/?pcode=98786288&cate=16349343,183450,210560,,,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}","{}","[{""date"": ""25.11.18"", ""price"": 177200, ""period"": ""1개월""}, {""date"": ""11.18"", ""price"": 177200, ""period"": ""3개월""}, {""date"": ""11.18"", ""price"": 177200, ""period"": ""6개월""}, {""date"": ""11.18"", ""price"": 177200, ""period"": ""12개월""}, {""date"": ""11.18"", ""price"": 177200, ""period"": ""24개월""}]","{""품목"": {""상하세트"": true, ""유아동의류"": true, ""유아동의류/잡화/도서"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""서양네트웍스 밍크뮤"", ""등록년월"": ""2025년 10월"", ""제조회사"": ""서양네트웍스 밍크뮤""}",,,"98786288",2025-11-27 14:27:48.728,
584,4,홈 > 식품/유아/완구 > 유아의류/신발/도서 > 유아동의류 > 상하복 세트,아가방 리브구름집업상하 01P553003,아가방앤컴퍼니,https://prod.danawa.com/info/?pcode=93242891&cate=16349343,16660,18710,,,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}","{}","[{""date"": ""25.11.04"", ""price"": 16470, ""period"": ""1개월""}, {""date"": ""09.09"", ""price"": 15400, ""period"": ""3개월""}, {""date"": ""25.08"", ""price"": 14880, ""period"": ""6개월""}, {""date"": ""25.08"", ""price"": 14880, ""period"": ""12개월""}, {""date"": ""25.08"", ""price"": 14880, ""period"": ""24개월""}]","{""품목"": {""상하세트"": true, ""유아동의류"": true, ""유아동의류/잡화/도서"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""아가방앤컴퍼니"", ""등록년월"": ""2025년 06월"", ""제조회사"": ""아가방앤컴퍼니""}",,,"93242891",2025-11-27 14:30:30.416,
585,4,홈 > 식품/유아/완구 > 유아의류/신발/도서 > 유아동의류 > 상하복 세트,뉴발란스키즈 ESSENTIAL 기모 라운드 스트레이트 스웻셋업 (NK9YEB403U),뉴발란스키즈,https://prod.danawa.com/info/?pcode=93504014&cate=16349343,75060,79874,5.00,3,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 3}","{""GS샵"": 1, ""G마켓"": 1, ""신세계몰"": 1}","[{""date"": ""25.11.04"", ""price"": 73530, ""period"": ""1개월""}, {""date"": ""10.28"", ""price"": 73530, ""period"": ""3개월""}, {""date"": ""25.07"", ""price"": 64500, ""period"": ""6개월""}, {""date"": ""25.07"", ""price"": 64500, ""period"": ""12개월""}, {""date"": ""25.07"", ""price"": 64500, ""period"": ""24개월""}]","{""대상"": {""공용"": true, ""유아동용"": true}, ""품목"": {""상하복"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""사이즈"": {""사이즈"": ""100~160""}, ""manufacturer"": ""뉴발란스키즈"", ""등록년월"": ""2025년 07월"", ""제조회사"": ""뉴발란스키즈""}",,,"93504014",2025-11-27 14:32:02.559,
586,4,홈 > 식품/유아/완구 > 유아의류/신발/도서 > 유아동의류 > 상하복 세트,아가방 아가방 위드고미세미정장상하01P523007,아가방앤컴퍼니,https://prod.danawa.com/info/?pcode=27131891&cate=16349343,14810,16640,5.00,3,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 3}","{""롯데ON"": 1, ""현대Hmall"": 1, ""롯데홈쇼핑"": 1}","[{""date"": ""25.11.11"", ""price"": 13230, ""period"": ""1개월""}, {""date"": ""10.21"", ""price"": 13230, ""period"": ""3개월""}, {""date"": ""25.08"", ""price"": 13230, ""period"": ""6개월""}, {""date"": ""25.08"", ""price"": 13230, ""period"": ""12개월""}, {""date"": ""25.08"", ""price"": 13230, ""period"": ""24개월""}]","{""품목"": {""상하세트"": true, ""유아동의류/잡화/도서"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""아가방앤컴퍼니"", ""등록년월"": ""2022년 07월"", ""제조회사"": ""아가방앤컴퍼니""}",,,"27131891",2025-11-27 14:33:35.043,
587,4,홈 > 식품/유아/완구 > 유아의류/신발/도서 > 유아동의류 > 상하복 세트,에스핏 HC08 PSG크레스트 스웨트 세트TR 주니어 남아/ PSG 노기모 상하세 S21288640,에스핏,https://prod.danawa.com/info/?pcode=100514654&cate=16349343,36390,38310,,,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}","{}","[{""date"": ""25.11.18"", ""price"": 26990, ""period"": ""1개월""}, {""date"": ""25.11.18"", ""price"": 26990, ""period"": ""3개월""}, {""date"": ""25.11.18"", ""price"": 26990, ""period"": ""6개월""}, {""date"": ""25.11.18"", ""price"": 26990, ""period"": ""12개월""}, {""date"": ""25.11.18"", ""price"": 26990, ""period"": ""24개월""}]","{""품목"": {""상하세트"": true, ""유아동의류"": true, ""유아동의류/잡화/도서"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""에스핏"", ""등록년월"": ""2025년 11월"", ""제조회사"": ""에스핏""}",,,"100514654",2025-11-27 14:36:14.908,
588,4,홈 > 식품/유아/완구 > 유아의류/신발/도서 > 유아동의류 > 상하복 세트,내셔널지오그래픽키즈 맨투맨 상하 SET 기모 ( K254UPB910),내셔널지오그래픽,https://prod.danawa.com/info/?pcode=98014901&cate=16349343,112350,129000,5.00,2,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 2}","{""GS샵"": 1, ""롯데홈쇼핑"": 1}","[{""date"": ""25.11.04"", ""price"": 97530, ""period"": ""1개월""}, {""date"": ""10.07"", ""price"": 97530, ""period"": ""3개월""}, {""date"": ""10.07"", ""price"": 97530, ""period"": ""6개월""}, {""date"": ""10.07"", ""price"": 97530, ""period"": ""12개월""}, {""date"": ""10.07"", ""price"": 97530, ""period"": ""24개월""}]","{""대상"": {""유아동용"": true}, ""품목"": {""상하복"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""사이즈"": {""사이즈"": ""120~170""}, ""manufacturer"": ""내셔널지오그래픽"", ""등록년월"": ""2025년 09월"", ""제조회사"": ""내셔널지오그래픽""}",,,"98014901",2025-11-27 14:37:48.581,
589,4,홈 > 식품/유아/완구 > 유아의류/신발/도서 > 유아동의류 > 상하복 세트,노스페이스키즈 범피 스웻 세트 (NM5MR61S),노스페이스,https://prod.danawa.com/info/?pcode=98079653&cate=16349343,103480,112480,5.00,2,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 2}","{""SSG.COM"": 1, ""신세계몰"": 1}","[{""date"": ""25.11.25"", ""price"": 94720, ""period"": ""1개월""}, {""date"": ""11.25"", ""price"": 94720, ""period"": ""3개월""}, {""date"": ""11.25"", ""price"": 94720, ""period"": ""6개월""}, {""date"": ""11.25"", ""price"": 94720, ""period"": ""12개월""}, {""date"": ""11.25"", ""price"": 94720, ""period"": ""24개월""}]","{""대상"": {""유아동용"": true}, ""품목"": {""상하복"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""사이즈"": {""사이즈"": ""100~160""}, ""manufacturer"": ""노스페이스"", ""등록년월"": ""2025년 09월"", ""제조회사"": ""노스페이스""}",,,"98079653",2025-11-27 14:39:22.244,
